class,text,davidson,hateval,ethos,jigsaw,qian
0,NY Times Nearly All White States Pose an Array of Problems for Immigrants,0.034300484,0.0065194657,0.009480656,0.022949615,0.001998437
0,Orban in Brussels European leaders are ignoring the will of the people they do not want migrants,0.19782135,0.15607767,0.0334812,0.0007339815,0.0014174989
0,Antifa are just a pack of druggie misfits that no one loves being the violent thugs they are is their cry for attention and their hit of self importance,0.86501306,0.7997598,0.44246545,0.99178106,0.7497413
0,Ex Teacher Pleads Not guilty To Rape Charges,0.0027225695,0.012822404,0.01735534,0.00061421253,0.0012842207
0,still places on our Bengali Sylheti class it s London s 2nd language know anyone interested,0.013744416,0.0049681016,0.0016164706,0.00076080475,0.0017751516
0,DFID Africa Regional Profile July 2018,0.009460318,0.004927493,0.00072370697,0.00091220037,0.0028219095
0,Watch Benjamin Netanyahu backs Trump s decision to cut aid to the Palestinians and UNRWA Free Speech Time,0.0037882999,0.0018358234,0.069152705,0.0006852833,0.0011911506
0,New research uncovers successes and failures of UK s help for Syrian immigrants,0.0043560965,0.0015312772,0.009077473,0.0017377109,0.0013596896
0,Immigration why us 2 Million EU Migrants allowed and their families also more money leaving the EU no thats to pay for their passage to get to the Uk,0.9271535,0.8182395,0.0048533715,0.004302955,0.0015331194
0,Hitler left a stain on Germany for the atrocities he committed against the Jews Trump will leave a stain on America for the atrocities he s commiting against these immigrant families I only hope there is a reenactment of the Nuremberg Trials at the end of his reign,0.8848846,0.43934396,0.06677909,0.4332369,0.0014322073
0,Over the past two weeks 1 172 refugees arrived in the US 8 044 have arrived in FY18 but we are nearly 10 000 behind schedule We will continue to stand for the vulnerable,0.080648825,0.229584,0.0006375599,0.000643789,0.0012031272
0,Church leaders determine to ease problems at the heart of plaguing,0.3920029,0.0022742169,0.00744864,0.0008783943,0.002030532
0,And why should he now buckle to their demands that he swear undying trust for these A THEY are the enemy of this nation,0.5763314,0.4021511,0.3004199,0.6197148,0.002119994
0,It is a cruel irony that sikhs often look more exotic to American eyes even though they tend to be among the most deeply assimilated of immigrant groups of course the people they re mistaken for also don t deserve to be attacked,0.8978006,0.7502099,0.013756547,0.9158476,0.00678007
0,Could you open up your home to refugees in need,0.027513476,0.007864746,0.00028574205,0.00078777625,0.0012153492
0,Spain migrants riot to protest against the slow WIFI the uncomfortable bed and the disgusting food In the shelter Free Speech Time,0.0065208063,0.613054,0.047476865,0.12552802,0.002537996
0,Please listen to a Syrian refugee now in Germany He asks that people around the world demand that the annihilation of women and children deliberate attacks on hospitals and medial people and the mass bombings be tried as the crimes they truly are,0.562566,0.17474082,0.13018394,0.40528247,0.0016055983
0,Federal judge to imminent danger of irreparable injury to visa holders etc,0.22373843,0.0027069973,0.0038434055,0.0005782609,0.0011662985
0,Texas has moral responsibility to protect detained immigrant kids Hispanic lawmakers say Yes and so do other 49 other jurisdictions in as many States of the Union each having state laws against child abuse,0.12749447,0.030177403,0.05057145,0.0015821455,0.0012443927
0,EU is more worried about populism than about tens of thousands of migrants reaching Spain,0.028364457,0.02235203,0.018557746,0.0007758493,0.0011824956
0,While attacks our state s immigrants has dragged his feet on signing critical legislation to protect our immigrant community including SB 34 SB 35 SB 3103 SB 3109 SB 3488,0.03983987,0.0029721824,0.012768484,0.0006722647,0.0012225937
0,Rescued migrants arrive in Pozzallo as Italy grants approval to dock,0.006299017,0.0037259085,0.0060156416,0.0010595861,0.002161463
0,A legal immigrant leaves the US because her visa has not been renewed yet and tons of people give her shit because of her stance against illegal immigration Cuz Logic Stay awesome stay positive we all love you,0.010966331,0.90759367,0.012857422,0.012410508,0.035925772
0,Italian bishop warns that Europe must avoid fear and xenophobia and welcome Muslim migrants via Another Christion moron with a death wish,0.672259,0.024919746,0.6101775,0.83323175,0.0044658226
0,The establishment of Europe has a court of humanrights This court allows crimerefugees to stay forever in Europe They will not send back in her homeland So this court has a responsibility for a mulricriminal society in future one says,0.4197286,0.73801386,0.016534192,0.00095871143,0.0042929016
0,Dear Thank you for giving back As a son of an immigrant who came to the US with16 in his pocket thank you for giving opportunity I am one of your biggest fans not because of your athletic prowess but from your commitment that EDUCATION is the ultimate equalizer,0.035724167,0.009143631,0.0012994151,0.0008505251,0.0012924167
0,The plight of represents the present and the future of not just for but for much of South and,0.33635706,0.0386089,0.00175796,0.0006977847,0.0016925845
0,We are no longer alone Italian Prime Minister hails migrant distribution a success,0.02467467,0.02051353,0.0042819236,0.002252066,0.0011796064
0,US Supreme Court Upholds Donald Trump s Immigration Travel Ban for now via,0.0054662568,0.002276945,0.009201447,0.000590586,0.0011645223
0,Worker charged with sexually molesting eight children at immigrant shelter,0.80813557,0.006539763,0.7388009,0.0053307586,0.0021122212
0,Guatemalan mother separated from her 7 year old daughter waits,0.0038477494,0.0034821152,0.011409693,0.0007149088,0.0013872815
0,Instead of making Illinois a welcoming state has turned his back on our immigrant communities and has a series of bills sitting on his desk,0.2160336,0.004552629,0.014036822,0.0012167194,0.0012145964
0,Join for a teach in about surviving violence ICE and the experiences of criminalized immigrant survivors this Thursday in SF,0.6464485,0.0020120412,0.0025301303,0.0010159255,0.0015950393
0,Polish Prime Minister Mateusz Morawiecki insisted that Poland would push against any discussion on refugee relocations as part of the EU s migration politics,0.05858966,0.0027028632,0.016458394,0.0005935866,0.0011899456
0,Refugees don t choose to be refugees By definition refugees have been forced to leave their home country because their lives or safety were threatened Learn more about refugees by downloading our free e book 8 Things You Should Know About Refugees,0.56068027,0.06046871,0.0019107178,0.00071051775,0.0012999275
0,actually both Milo and Alex have a friend in the White House so ain t nobody come for them unlike say muslims ot immigrant chilfren,0.004135885,0.23635732,0.0038618352,0.8495886,0.003026091
0,Germans are OK like the rest of Western Europe the immigration problem came from the East Romania The are partly responsible for the no vote also the EU being unelected can hardly claim to represent any European nation,0.3626586,0.57326216,0.07077891,0.24246633,0.0012095874
0,Failing to integrate refugee children risks devastating consequences Children and youth who are out of school and unemployed are more susceptible to crime exploitation abuse and possibly radicalization,0.91748154,0.0030201697,0.047990624,0.0010201467,0.0019251672
0,What a way to damage LasVegas such stupidity MGM turns to never tested law to sue Vegas shooting victims,0.01379098,0.03819332,0.012468645,0.0007775709,0.31813544
0,Russia did it Russia di Wait what Big scary Russia is helping people go home without being detained etc,0.012595596,0.51517147,0.008242204,0.12658317,0.001232796
0,PolitiFact Florida Bill Nelson claims detained immigrant parents charged 8 minute to call their children He is such a phony he makes me sick Shared from my Google feed,0.056166887,0.014465729,0.0053424807,0.039285734,0.0013195593
0,As usual the media is giving two sides a Republican side and a Democrat side on immigration There are other views by why bother offering those up How about we allow supply and demand for labor decide how many cross and let Econ 101 supply and demand decide,0.0029473351,0.07301889,0.0036479032,0.000608331,0.0015022634
0,Netherlands 1 400 girls per year become sex slaves to migrant background men Cape Fear Caller via,0.71359575,0.06600308,0.07404242,0.8160045,0.008340005
0,Books to Help Kids Understand What It s Like to Be a,0.004060429,0.0042716586,0.0042620176,0.0108838575,0.0012865314
0,Russian meddling in Syrian refugee repatriation,0.4078215,0.015831597,0.16901252,0.023977654,0.0021437888
0,People say Why didn t this or that immigrant for Central or South America apply the proper way and keep up with forms For decades immigration has discriminated against people of color from Central and South America,0.92254627,0.022333983,0.06513666,0.0013575249,0.0017040175
0,Starting Now on Pittsfield ETV BCC Presents Access Higher Ed Berkshire Immigrant Stories,0.10885099,0.0021750096,0.0014422897,0.0006178993,0.0012489866
0,Immigrant Health Workers in the UK,0.020269059,0.0028294472,0.008855986,0.00065728056,0.0022168525
0,Don t mess with these migrant dads via,0.097005785,0.35198775,0.0037746655,0.98821694,0.0032163528
0,What a wonderful woman This is the kind of immigrant we need here,0.0045763967,0.14334156,0.00012463103,0.0006436709,0.0014205627
0,Continued Sustained damage 2 the Tories,0.0020185104,0.0056849793,0.004648438,0.0005972389,0.0012793482
0,Know Your Rights Defend Your Rights Come join a training that focuses on building sustainable community resistance against the increased violence against communities of color immigrant communities Aug 8 9 10am 4pm Open to all Sign up is below,0.89522123,0.010186328,0.0039637554,0.00089982664,0.0012767318
0,US Army Quietly Discharging Immigrant Recruits,0.049260978,0.0022203478,0.0103820665,0.0018680886,0.0026908517
0,Libya let migrants die in Mediterranean rescue group says,0.0029862968,0.10072074,0.027628265,0.70431924,0.003183184
0,This little boy blew his shofar to welcome the new immigrants arrive home in Israel Arriving from the US Russia France Argentina and Brazil WATCH the story here,0.029131686,0.03661684,0.022638177,0.5980142,0.001564853
0,Most refugees actually come from normal circumstances,0.2390162,0.01757387,0.0019530802,0.0008584601,0.001274914
0,The issue of came back to the forefront following death of maid in,0.0038928364,0.0038494605,0.0021981513,0.0006606115,0.0012069506
0,Uber has become racist organization If you are an immigrant they deactivate your account even if you are a five star driver with over 2000 plus star claiming reports that is unfounded No warning just like that,0.15065977,0.04154095,0.04134233,0.002853157,0.001626793
0,These are Canadian refugees,0.79331005,0.027696943,0.00054114126,0.0009795766,0.0011756099
0,Austria holds drill to simulate repelling illegal migrants at border,0.564494,0.012747236,0.032928776,0.0022776828,0.0012934697
0,backs long overdue UN migration pact,0.0018561276,0.0054673012,0.015561942,0.00064419874,0.0012723573
0,New story by on in homes NHS schools unis more Here s a film links to our research on this since 2013 You can download our book here,0.004897373,0.006041801,0.00030593816,0.0005717564,0.0012369963
0,Why isn t Ann Coulter worried about losing credibility for saying something like the immigrant kids being shown in cages are child actors by Jim Henley,0.064534254,0.09860357,0.03192372,0.0020741445,0.0013392855
0,Compromise in migration dispute that threatened Merkel s govt,0.0027177332,0.006288442,0.0029824234,0.00072876085,0.0012437584
0,I guess the Koch brothers funded racist Tea Party marches are no longer needed Republicans ruin the economy press Democrats to fix the economy Obama was OBSTRUCTED by Republicans No help,0.17782393,0.6340472,0.10166829,0.22715381,0.0035977112
0,I ve pledged to make sure my surgery is a safe space free from the I m an MP not a border guard,0.00591529,0.12307138,0.0005074697,0.0010171691,0.0012495422
0,Aquarius boat to resume migrant rescue mission,0.0032753088,0.0031716428,0.0010678682,0.00065753056,0.0015470277
0,Max Mosely son of Fascist Leader Sir Oswald Mosely Firstly seems common practice to get knighted for being a Fascist in Britain Second he s given an awful lot of funding to Tom Watson,0.10813679,0.068491794,0.013008914,0.0011856774,0.0015033631
0,Not our problem,0.002145347,0.18174233,0.00039972228,0.00061547925,0.0012838079
0,Judge orders government to release immigrant kids from Texas shelter The Texas Tribune,0.8253798,0.0100714285,0.020051155,0.021632452,0.0015608378
0,Spain s overwhelmed coastguard says it can t cope with migrant influx as 700 rescued in one,0.0052980133,0.0049576303,0.0008941243,0.00064588,0.0014106265
0,Fox Scumbag Laura Ingraham claims Trump is protecting immigrant children from their drug abusing child trafficking parents Read Story,0.71005714,0.0045889886,0.06911306,0.05196938,0.0054551465
0,The government filed paperwork with the judge saying that the ACLU and its clients should bear much of the responsibility for finding deported parents in Central America,0.20211259,0.0032086938,0.004418854,0.0007125424,0.0014709842
0,Be fearless be kind get to know your neighbors This is what Mandy Manning 2018 National Teacher of the Year and friend of teaches her and students Read her story,0.0046724463,0.0068865903,0.00022125199,0.0006558132,0.0012019416
0,These are the stakes This is what s happening to immigrants who Trump is targeting It is not an exaggeration to say that Trump s detention and deportation machine is a life or death issue for immigrant families,0.1422684,0.015306922,0.0043799113,0.00077494635,0.0011729264
0,No Christians among 1 112 Syrian refugees resettled in,0.09639965,0.0052342894,0.060271543,0.00092863163,0.0017472516
